,latitude,longitude
1153,1.28048,103.84929
1154,1.384355,103.8493
1155,1.27731,103.84937
1156,1.36561,103.8494
1157,1.292,103.8495
1158,1.27711,103.84951
1159,1.28167,103.84957
1160,1.28017,103.84958
1161,1.28958,103.8496
1162,1.28305,103.84961
1163,1.30052,103.8497
1164,1.34738,103.84971
1165,1.27758,103.84984
1166,1.31891,103.84994
1167,1.34788,103.85007
1168,1.37662,103.85014
1169,1.28549,103.85021
1170,1.30201,103.85021
1171,1.28125,103.85022
1172,1.28187,103.85038
1173,1.31937,103.85046
1174,1.35019,103.85046
1175,1.31942,103.85047
1176,1.2814,103.85056
1177,1.28506,103.8506
1178,1.28067,103.85061
1179,1.28138,103.85061
1180,1.34663,103.85061
1181,1.29112,103.85063
1182,1.28129,103.85064
1183,1.28097,103.85067
1184,1.27983,103.85074
1185,1.28534,103.85076
1186,1.28399,103.85077
1187,1.32469,103.85082
1188,1.27961,103.85085
1189,1.28007,103.85096
1190,1.3014,103.85096
1191,1.28094,103.85097
1192,1.319,103.85097
1193,1.36619,103.8511
1194,1.30081,103.85125
1195,1.28487,103.8513
1196,1.2819,103.85135
1197,1.28271,103.85141
1198,1.30054,103.85148
1199,1.27924,103.8515
1200,1.30119,103.8516
1201,1.3335,103.85163
1202,1.30033,103.8517
1203,1.32377,103.8518
1204,1.29356,103.852
1205,1.31487,103.85208
1206,1.31938,103.85218
1207,1.29058,103.85224
1208,1.27792,103.85235
1209,1.28258,103.85237
1210,1.32314,103.85242
1211,1.29428,103.85248
1212,1.3515,103.85253
1213,1.27972,103.85255
1214,1.29358,103.8527
1215,1.27926,103.85275
1216,1.28352,103.8528
1217,1.2843,103.85284
1218,1.28534,103.85292
1219,1.2782,103.853
1220,1.30359,103.85303
1221,1.37054,103.85304
1222,1.29901,103.8531
1223,1.2788,103.85316
1224,1.29542,103.85316
1225,1.27944,103.85327
1226,1.27934,103.85329
1227,1.33827,103.85332
1228,1.27848,103.85334
1229,1.28116,103.85334
1230,1.31961,103.85334
1231,1.27989,103.85337
1232,1.27964,103.85342
1233,1.28061,103.85346
1234,1.28125,103.85361
1235,1.29818,103.85365
1236,1.29295,103.85367
1237,1.31371,103.85377
1238,1.28606,103.85379
1239,1.29837,103.85385
1240,1.33791,103.85387
1241,1.30271,103.85392
1242,1.29239,103.85396
1243,1.29461,103.85397
1244,1.28123,103.854
1245,1.29281,103.854
1246,1.29631,103.854
1247,1.27983,103.85416
1248,1.34918,103.85417
1249,1.29686,103.85418
1250,1.32569,103.85418
1251,1.28009,103.85423
1252,1.28113,103.85423
1253,1.2902,103.85446
1254,1.29038,103.85449
1255,1.31068,103.8545
1256,1.29044,103.85452
1257,1.29694,103.85459
1258,1.27805,103.85461
1259,1.30183,103.85464
1260,1.32463,103.8547
1261,1.37598,103.8547
1262,1.36317,103.85471
1263,1.42619,103.8548
1264,1.27892,103.85494
1265,1.36702,103.855
1266,1.27897,103.8551
1267,1.31204,103.8551
1268,1.2791,103.85519
1269,1.27859,103.85528
1270,1.29096,103.8554
1271,1.31202,103.8554
1272,1.34329,103.8554
1273,1.37106,103.85542
1274,1.28046,103.85544
1275,1.29718,103.8556
1276,1.31103,103.8556
1277,1.30079,103.85588
1278,1.36729,103.85597
1279,1.29391,103.85607
1280,1.2951,103.85612
1281,1.33596,103.85629
1282,1.2963,103.85633
1283,1.30345,103.85635
1284,1.30329,103.85661
1285,1.30008,103.85679
1286,1.27932,103.85683
1287,1.3667,103.85705
1288,1.36022,103.85713
1289,1.3012,103.8577
1290,1.30918,103.8578
1291,1.28009,103.85782
1292,1.29622,103.85785
1293,1.32722,103.85794
1294,1.28029,103.85797
1295,1.29327,103.85804
1296,1.34315,103.85806
1297,1.29822,103.85809
1298,1.29648,103.85812
1299,1.30243,103.8582
1300,1.29461,103.85825
1301,1.32496,103.85831
1302,1.40237,103.85834
1303,1.29304,103.85842
1304,1.2916,103.85851
1305,1.29523,103.8586
1306,1.32808,103.85871
1307,1.27868,103.85874
1308,1.29753,103.85878
1309,1.27774,103.8588
1310,1.2933,103.8588
1311,1.2818,103.85889
1312,1.30278,103.85894
1313,1.31558,103.85903
1314,1.42429,103.85907
1315,1.2688,103.85911
1316,1.29968,103.85915
1317,1.2687,103.85916
1318,1.29471,103.85916
1319,1.2686,103.85925
1320,1.29471,103.85925
1321,1.30568,103.85927
1322,1.29135,103.85928
1323,1.29351,103.8593
1324,1.29361,103.85934
1325,1.37666,103.85934
1326,1.2796,103.85937
1327,1.26838,103.8594
1328,1.26843,103.8594
1329,1.32173,103.8594
1330,1.40605,103.85956
1331,1.26816,103.85959
1332,1.29136,103.85961
1333,1.28311,103.85963
1334,1.26792,103.85978
1335,1.26725,103.8598
1336,1.26782,103.8598
1337,1.26771,103.85989
1338,1.28204,103.8599
1339,1.26766,103.85991
1340,1.26744,103.85992
1341,1.2676,103.85992
1342,1.282,103.85992
1343,1.26754,103.85997
1344,1.30502,103.85997
1345,1.34317,103.85999
1346,1.30495,103.86
1347,1.3053,103.86
1348,1.31225,103.86001
1349,1.29417,103.86003
1350,1.26674,103.86006
1351,1.31122,103.86008
1352,1.27069,103.86012
1353,1.40672,103.86014
1354,1.26692,103.86016
1355,1.30016,103.8602
1356,1.26685,103.86023
1357,1.26685,103.86023
1358,1.27066,103.86026
1359,1.29139,103.86026
1360,1.30234,103.86027
1361,1.27069,103.86028
1362,1.28391,103.86028
1363,1.26694,103.8603
1364,1.26644,103.86032
1365,1.27075,103.86032
1366,1.31235,103.86032
1367,1.267,103.86035
1368,1.30065,103.86039
1369,1.27068,103.86041
1370,1.27085,103.86041
1371,1.26699,103.86046
1372,1.27078,103.86046
1373,1.29354,103.86046
1374,1.31376,103.86048
1375,1.28425,103.8605
1376,1.30439,103.8605
1377,1.26673,103.86053
1378,1.2667,103.86054
1379,1.30018,103.86054
1380,1.27078,103.86055
1381,1.3692,103.86057
1382,1.26638,103.86058
1383,1.2707,103.86064
1384,1.30552,103.86068
1385,1.31918,103.8607
1386,1.2666,103.8608
1387,1.29101,103.8608
1388,1.30096,103.86088
1389,1.28488,103.8609
1390,1.31801,103.86106
1391,1.29764,103.8611
1392,1.39044,103.86111
1393,1.28311,103.86115
1394,1.29668,103.86122
1395,1.28461,103.86126
1396,1.28466,103.86146
1397,1.27579,103.86184
1398,1.31233,103.86196
1399,1.30711,103.86198
1400,1.30144,103.86202
1401,1.32491,103.86202
1402,1.30146,103.8621
1403,1.30873,103.86218
1404,1.41192,103.86218
1405,1.412,103.86219
1406,1.30181,103.8622
1407,1.30157,103.86222
1408,1.29527,103.8625
1409,1.32033,103.86252
1410,1.27119,103.86254
1411,1.30834,103.86267
1412,1.41978,103.86268
1413,1.31338,103.8628
1414,1.27264,103.86292
1415,1.31298,103.86296
1416,1.35301,103.86323
1417,1.30206,103.86325
1418,1.30743,103.86341
1419,1.37802,103.86348
1420,1.28981,103.86357
1421,1.37734,103.8642
1422,1.31115,103.86458
1423,1.27991,103.8648
1424,1.38409,103.86493
1425,1.31078,103.86497
1426,1.3201,103.86501
1427,1.34629,103.86506
1428,1.30324,103.86527
1429,1.33392,103.86527
1430,1.30056,103.86543
1431,1.3535,103.86546
1432,1.37177,103.86617
1433,1.32539,103.8662
1434,1.37346,103.8663
1435,1.29444,103.86659
1436,1.31036,103.86683
1437,1.32395,103.8674
1438,1.33261,103.8674
1439,1.31589,103.86756
1440,1.27607,103.86758
1441,1.37846,103.86807
1442,1.3726,103.86829
1443,1.32816,103.86845
1444,1.3744,103.86847
1445,1.32437,103.86898
1446,1.39102,103.8691
1447,1.34638,103.86936
1448,1.35172,103.8694
1449,1.375631,103.8694
1450,1.33223,103.86954
1451,1.37231,103.8698
1452,1.3421,103.87049
1453,1.339887,103.8707
1454,1.32093,103.87084
1455,1.37877,103.87107
1456,1.321332,103.8712
1457,1.32861,103.87137
1458,1.30625,103.8715
1459,1.32847,103.87162
1460,1.32024,103.8718
1461,1.37323,103.87189
1462,1.29537,103.87218
1463,1.31481,103.8727
1464,1.37374,103.87272
1465,1.31818,103.87277
1466,1.41004,103.8728
1467,1.37859,103.87312
1468,1.37356,103.87315
1469,1.39191,103.8738
1470,1.29543,103.87404
1471,1.37873,103.8741
1472,1.3122,103.87418
1473,1.32975,103.87425
1474,1.37051,103.87494
1475,1.34753,103.87525
1476,1.37334,103.87536
1477,1.37669,103.8755
1478,1.37347,103.8757
1479,1.39219,103.87622
1480,1.36876,103.87626
1481,1.37896,103.87639
1482,1.30853,103.87648
1483,1.29654,103.87655
1484,1.30876,103.87673
1485,1.35247,103.8768
1486,1.307644,103.8769
1487,1.37596,103.87723
1488,1.33719,103.87729
1489,1.31958,103.8779
1490,1.37907,103.87794
1491,1.34003,103.87801
1492,1.394138,103.8781
1493,1.35428,103.87823
1494,1.35067,103.8794
1495,1.39678,103.87962
1496,1.31006,103.87983
1497,1.329877,103.8801
1498,1.32044,103.88014
1499,1.37607,103.88041
1500,1.31298,103.8809
1501,1.37175,103.88101
1502,1.30538,103.88114
1503,1.39557,103.88172
1504,1.37424,103.88195
1505,1.31237,103.88211
1506,1.37529,103.88212
1507,1.34438,103.88234
1508,1.30562,103.88257
1509,1.30155,103.88266
1510,1.35097,103.88302
1511,1.374037,103.8833
1512,1.30716,103.88334
1513,1.34315,103.88334
1514,1.37049,103.88358
1515,1.31887,103.88385
1516,1.29801,103.88396
1517,1.38138,103.88437
1518,1.33574,103.8845
1519,1.38161,103.88475
1520,1.31326,103.8848
1521,1.371817,103.8848
1522,1.31016,103.88486
1523,1.37341,103.8851
1524,1.30059,103.88537
1525,1.35182,103.88559
1526,1.31411,103.88566
1527,1.30845,103.88571
1528,1.37228,103.88575
1529,1.33606,103.88578
1530,1.36774,103.88705
1531,1.29584,103.88719
1532,1.31923,103.88722
1533,1.3707,103.88752
1534,1.39675,103.88762
1535,1.38869,103.8877
1536,1.31484,103.8879
1537,1.38131,103.88808
1538,1.37208,103.88817
1539,1.33952,103.88822
1540,1.36642,103.88842
1541,1.33497,103.8885
1542,1.35077,103.88861
1543,1.32435,103.88895
1544,1.387,103.88925
1545,1.33374,103.88938
1546,1.37568,103.88938
1547,1.36337,103.88947
1548,1.387974,103.8896
1549,1.3978,103.88987
1550,1.3127,103.88998
1551,1.35226,103.89009
1552,1.31471,103.8901
1553,1.32751,103.89014
1554,1.312495,103.8903
1555,1.323137,103.8905
1556,1.3266,103.89065
1557,1.3714,103.89065
1558,1.3534,103.89099
1559,1.32247,103.891
1560,1.32325,103.89102
1561,1.32548,103.89102
1562,1.33435,103.89114
1563,1.34409,103.89115
1564,1.38957,103.89135
1565,1.33173,103.89155
1566,1.36113,103.8918
1567,1.390063,103.8918
1568,1.3756,103.89183
1569,1.36673,103.89197
1570,1.31794,103.8921
1571,1.34059,103.8923
1572,1.33648,103.89233
1573,1.34033,103.89233
1574,1.37137,103.89273
1575,1.3515,103.8928
1576,1.36273,103.8928
1577,1.3587,103.89286
1578,1.33682,103.89296
1579,1.38066,103.89298
1580,1.36884,103.8932
1581,1.378167,103.8938
1582,1.38649,103.8939
1583,1.33602,103.89395
1584,1.36164,103.89406
1585,1.29593,103.89408
1586,1.36261,103.89412
1587,1.37503,103.89416
1588,1.31183,103.8942
1589,1.32797,103.89426
1590,1.37775,103.89443
1591,1.29597,103.8945
1592,1.33437,103.89489
1593,1.36161,103.89538
1594,1.3617,103.89558
1595,1.36331,103.8956
1596,1.39261,103.8956
1597,1.38607,103.8961
1598,1.38746,103.89641
1599,1.39593,103.89648
1600,1.30953,103.89695
1601,1.33522,103.89701
1602,1.3332,103.89734
1603,1.32286,103.8975
1604,1.39057,103.8975
1605,1.39188,103.8976
1606,1.36568,103.89773
1607,1.36586,103.89773
1608,1.3382,103.89788
1609,1.37449,103.89813
1610,1.393124,103.8982
1611,1.39997,103.8982
1612,1.32993,103.89823
1613,1.40648,103.89859
1614,1.391681,103.8986
1615,1.39129,103.89887
1616,1.35868,103.89904
1617,1.39117,103.8991
1618,1.29762,103.89918
1619,1.36742,103.89918
1620,1.37257,103.8992
1621,1.33064,103.89932
1622,1.37551,103.89997
1623,1.36973,103.9002
1624,1.38343,103.90068
1625,1.32573,103.90086
1626,1.31029,103.9009
1627,1.30068,103.90158
1628,1.383504,103.9016
1629,1.40078,103.9016
1630,1.39094,103.9017
1631,1.38288,103.9018
1632,1.33159,103.90195
1633,1.38168,103.902
1634,1.32526,103.90209
1635,1.33166,103.90209
1636,1.32424,103.90214
1637,1.30515,103.90231
1638,1.38657,103.90281
1639,1.39612,103.90329
1640,1.33076,103.9033
1641,1.39619,103.90389
1642,1.29973,103.90435
1643,1.39265,103.9044
1644,1.40116,103.90525
1645,1.39199,103.9056
1646,1.33455,103.90563
1647,1.39489,103.90593
1648,1.40434,103.90616
1649,1.30322,103.90619
1650,1.3971,103.90621
1651,1.4031,103.90625
1652,1.39198,103.90673
1653,1.33182,103.9069
1654,1.33184,103.9069
1655,1.393396,103.907
1656,1.39195,103.90706
1657,1.38888,103.90715
1658,1.3644,103.90765
1659,1.39275,103.90818
1660,1.40072,103.90887
1661,1.40114,103.90889
1662,1.33293,103.9091
1663,1.39319,103.90925
1664,1.36714,103.90932
1665,1.30835,103.90944
1666,1.375,103.9097
1667,1.40096,103.9097
1668,1.3014,103.90987
1669,1.32276,103.91004
1670,1.36863,103.9101
1671,1.38987,103.9104
1672,1.39563,103.91077
1673,1.33576,103.91112
1674,1.33271,103.9123
1675,1.33657,103.91278
1676,1.33154,103.91293
1677,1.39825,103.9131
1678,1.30624,103.91313
1679,1.38659,103.9136
1680,1.33406,103.91408
1681,1.39549,103.91427
1682,1.30621,103.9146
1683,1.32036,103.91614
1684,1.402521,103.9162
1685,1.3139,103.91749
1686,1.32635,103.9177
1687,1.38235,103.9203
1688,1.32364,103.92031
1689,1.32321,103.92287
1690,1.31966,103.92307
1691,1.3248,103.92323
1692,1.31123,103.92347
1693,1.325214,103.9251
1694,1.32531,103.92531
1695,1.30941,103.92581
1696,1.31247,103.92647
1697,1.32373,103.9272
1698,1.311638,103.9291
1699,1.33175,103.92911
1700,1.37671,103.9297
1701,1.35817,103.9298
1702,1.33281,103.93019
1703,1.37039,103.93039
1704,1.35251,103.93052
1705,1.34901,103.93057
1706,1.35978,103.93078
1707,1.37381,103.93088
1708,1.32919,103.9316
1709,1.30809,103.93173
1710,1.32612,103.93213
1711,1.31116,103.93225
1712,1.31884,103.9326
1713,1.35079,103.93279
1714,1.37297,103.93311
1715,1.33796,103.93314
1716,1.33642,103.93328
1717,1.33545,103.9335
1718,1.3598,103.93352
1719,1.33127,103.93357
1720,1.31384,103.9337
1721,1.34631,103.93372
1722,1.35481,103.9338
1723,1.3127,103.93396
1724,1.3747,103.93399
1725,1.3795,103.934
1726,1.33027,103.93401
1727,1.33168,103.93414
1728,1.35985,103.93419
1729,1.35948,103.93431
1730,1.35116,103.93433
1731,1.31101,103.9344
1732,1.34814,103.93469
1733,1.32091,103.9347
1734,1.32713,103.93508
1735,1.30729,103.93545
1736,1.34726,103.9357
1737,1.33177,103.93574
1738,1.37664,103.9361
1739,1.3568,103.93617
1740,1.33716,103.93624
1741,1.352188,103.9363
1742,1.3783,103.93635
1743,1.34873,103.93657
1744,1.32596,103.93715
1745,1.33487,103.93785
1746,1.34634,103.93831
1747,1.35534,103.93831
1748,1.34905,103.93856
1749,1.34476,103.93863
1750,1.37675,103.9387
1751,1.35755,103.93878
1752,1.38141,103.93881
1753,1.33333,103.9389
1754,1.37647,103.939
1755,1.38191,103.93902
1756,1.32052,103.9391
1757,1.32045,103.93948
1758,1.34947,103.93987
1759,1.3582,103.93987
1760,1.32858,103.93992
1761,1.33372,103.94027
1762,1.35564,103.94059
1763,1.32523,103.94077
1764,1.38268,103.9409
1765,1.34789,103.94118
1766,1.34527,103.94149
1767,1.38175,103.94171
1768,1.35167,103.94174
1769,1.35165,103.94181
1770,1.35389,103.94255
1771,1.337812,103.9427
1772,1.34566,103.94332
1773,1.3456,103.94333
1774,1.34539,103.9435
1775,1.33513,103.9436
1776,1.35093,103.94442
1777,1.34703,103.94479
1778,1.35316,103.9448
1779,1.37057,103.94539
1780,1.35883,103.94574
1781,1.32684,103.94617
1782,1.37232,103.9463
1783,1.32698,103.94655
1784,1.37501,103.94754
1785,1.36042,103.94767
1786,1.33093,103.94785
1787,1.33689,103.9487
1788,1.36813,103.94922
1789,1.33842,103.94946
1790,1.33997,103.9495
1791,1.351261,103.9497
1792,1.37269,103.9498
1793,1.33784,103.9499
1794,1.33917,103.94999
1795,1.35694,103.9502
1796,1.33959,103.95042
1797,1.33996,103.9505
1798,1.33958,103.95057
1799,1.3397,103.95073
1800,1.34948,103.9509
1801,1.3345,103.95124
1802,1.3545,103.95128
1803,1.35018,103.95141
1804,1.36959,103.95154
1805,1.36587,103.95157
1806,1.34656,103.95181
1807,1.34114,103.95214
1808,1.3556,103.95222
1809,1.33471,103.9525
1810,1.33069,103.95278
1811,1.34167,103.95282
1812,1.34645,103.95286
1813,1.34176,103.95307
1814,1.34623,103.95336
1815,1.34382,103.95354
1816,1.34369,103.95388
1817,1.35126,103.95389
1818,1.33568,103.95398
1819,1.36524,103.95401
1820,1.34554,103.9543
1821,1.35108,103.95437
1822,1.33204,103.95504
1823,1.3618,103.9551
1824,1.32057,103.95537
1825,1.35141,103.9555
1826,1.36466,103.9556
1827,1.34781,103.95603
1828,1.37481,103.9562
1829,1.36815,103.9563
1830,1.37546,103.95635
1831,1.3708,103.95706
1832,1.37549,103.95738
1833,1.34161,103.95748
1834,1.36719,103.9576
1835,1.34334,103.95765
1836,1.34345,103.95765
1837,1.34574,103.95778
1838,1.3465,103.9579
1839,1.3148,103.95814
1840,1.3421,103.95819
1841,1.34165,103.95855
1842,1.34157,103.95858
1843,1.33079,103.9586
1844,1.34141,103.95871
1845,1.34132,103.95876
1846,1.33643,103.95895
1847,1.36037,103.95911
1848,1.34488,103.9592
1849,1.35754,103.9592
1850,1.34063,103.95929
1851,1.33088,103.95938
1852,1.33082,103.9594
1853,1.33096,103.9594
1854,1.33107,103.95953
1855,1.33125,103.95956
1856,1.3505,103.95989
1857,1.36865,103.96021
1858,1.33022,103.96042
1859,1.372192,103.9605
1860,1.35387,103.9607
1861,1.3575,103.9609
1862,1.33611,103.96099
1863,1.33603,103.9611
1864,1.3397,103.96113
1865,1.33974,103.96115
1866,1.33602,103.96118
1867,1.3406,103.96119
1868,1.33344,103.96139
1869,1.33965,103.96144
1870,1.33962,103.96145
1871,1.33342,103.96146
1872,1.34154,103.96146
1873,1.33959,103.96154
1874,1.33591,103.96166
1875,1.33325,103.962
1876,1.33278,103.96231
1877,1.35895,103.96233
1878,1.35798,103.96266
1879,1.35656,103.96289
1880,1.37466,103.96291
1881,1.35636,103.96296
1882,1.35633,103.96297
1883,1.34643,103.96298
1884,1.35698,103.963
1885,1.35602,103.96302
1886,1.35584,103.96309
1887,1.34523,103.96316
1888,1.33343,103.96323
1889,1.36274,103.9635
1890,1.35456,103.9636
1891,1.35427,103.96361
1892,1.33266,103.9637
1893,1.366776,103.9637
1894,1.36157,103.96372
1895,1.37107,103.9638
1896,1.34499,103.9639
1897,1.36683,103.96397
1898,1.35248,103.96409
1899,1.34497,103.9641
1900,1.367,103.96414
1901,1.35275,103.96415
1902,1.35259,103.96419
1903,1.35117,103.9642
1904,1.32915,103.96424
1905,1.33963,103.96433
1906,1.3346,103.96459
1907,1.36786,103.96512
1908,1.35697,103.9652
1909,1.34907,103.96524
1910,1.34799,103.9655
1911,1.33672,103.96571
1912,1.34838,103.96571
1913,1.33647,103.96582
1914,1.33821,103.96601
1915,1.3343,103.96609
1916,1.32818,103.96612
1917,1.33179,103.96615
1918,1.33606,103.96615
1919,1.33705,103.96616
1920,1.33188,103.9663
1921,1.33742,103.96642
1922,1.33764,103.9665
1923,1.36553,103.96681
1924,1.33454,103.96691
1925,1.3374,103.96715
1926,1.33768,103.96718
1927,1.33733,103.96722
1928,1.31856,103.96732
1929,1.33459,103.96733
1930,1.3535,103.96744
1931,1.37719,103.96745
1932,1.35294,103.96759
1933,1.33398,103.96764
1934,1.36674,103.96773
1935,1.34552,103.96777
1936,1.35062,103.96777
1937,1.35118,103.96782
1938,1.37197,103.96825
1939,1.37198,103.96846
1940,1.3628,103.96856
1941,1.32004,103.96864
1942,1.34332,103.96921
1943,1.37079,103.96927
1944,1.34321,103.9693
1945,1.34284,103.96952
1946,1.33707,103.96967
1947,1.33576,103.96968
1948,1.3588,103.96969
1949,1.35971,103.96969
1950,1.32554,103.9697
1951,1.34226,103.9699
1952,1.34246,103.9699
1953,1.34209,103.97004
1954,1.32529,103.97006
1955,1.36331,103.97022
1956,1.33816,103.97025
1957,1.34144,103.97059
1958,1.32302,103.97073
1959,1.37042,103.97106
1960,1.37502,103.97334
1961,1.32429,103.9735
1962,1.37392,103.97498
1963,1.36541,103.97533
1964,1.38088,103.9754
1965,1.37443,103.97547
1966,1.36606,103.97552
1967,1.37461,103.97564
1968,1.37516,103.97617
1969,1.33297,103.97752
1970,1.32739,103.97753
1971,1.37837,103.9785
1972,1.33749,103.97852
1973,1.33734,103.97882
1974,1.38744,103.97949
1975,1.39145,103.9804
1976,1.33672,103.98057
1977,1.33672,103.98058
1978,1.33866,103.98105
1979,1.33935,103.98112
1980,1.33926,103.98113
1981,1.33823,103.98116
1982,1.33931,103.9812
1983,1.33806,103.98129
1984,1.34019,103.98143
1985,1.33761,103.98151
1986,1.33773,103.98152
1987,1.34056,103.9816
1988,1.34077,103.98169
1989,1.34101,103.98182
1990,1.34216,103.98227
1991,1.34269,103.9825
1992,1.34364,103.98317
1993,1.34528,103.9836
1994,1.34623,103.984
1995,1.34629,103.98401
1996,1.3465,103.98403
1997,1.34693,103.98407
1998,1.35168,103.98432
1999,1.35076,103.98452
2000,1.35162,103.98456
2001,1.35192,103.98467
2002,1.35054,103.9847
2003,1.35211,103.98474
2004,1.34811,103.98476
2005,1.35075,103.98476
2006,1.3509,103.98477
2007,1.35159,103.98477
2008,1.35081,103.98486
2009,1.35064,103.98488
2010,1.35193,103.9849
2011,1.35256,103.9849
2012,1.35104,103.98491
2013,1.35094,103.98492
2014,1.3511,103.98492
2015,1.35111,103.98492
2016,1.35225,103.98494
2017,1.35093,103.98499
2018,1.35104,103.985
2019,1.35119,103.985
2020,1.35104,103.98503
2021,1.3515,103.98504
2022,1.35127,103.98505
2023,1.35143,103.98508
2024,1.35135,103.98509
2025,1.35145,103.9851
2026,1.351608,103.9851
2027,1.35219,103.9851
2028,1.35128,103.98512
2029,1.35157,103.98512
2030,1.35161,103.98516
2031,1.35167,103.98516
2032,1.35185,103.98519
2033,1.35215,103.9852
2034,1.349,103.98522
2035,1.34905,103.98523
2036,1.35164,103.98523
2037,1.35174,103.98523
2038,1.34914,103.98525
2039,1.35199,103.98525
2040,1.35159,103.98528
2041,1.35188,103.9853
2042,1.35193,103.98535
2043,1.3526,103.98541
2044,1.35267,103.98544
2045,1.35273,103.98545
2046,1.35226,103.98546
2047,1.35235,103.98546
2048,1.35204,103.98548
2049,1.35218,103.98549
2050,1.35302,103.98549
2051,1.35181,103.9855
2052,1.35307,103.9855
2053,1.35328,103.98553
2054,1.39118,103.98553
2055,1.35233,103.9856
2056,1.34955,103.98567
2057,1.34964,103.98568
2058,1.38757,103.98568
2059,1.35252,103.98572
2060,1.35257,103.98573
2061,1.35264,103.98577
2062,1.35285,103.98586
2063,1.35292,103.98589
2064,1.35304,103.98594
2065,1.3531,103.98598
2066,1.35316,103.986
2067,1.35008,103.98601
2068,1.35323,103.98603
2069,1.35343,103.98605
2070,1.35335,103.98608
2071,1.35343,103.98608
2072,1.3535,103.98611
2073,1.35354,103.98617
2074,1.35046,103.9862
2075,1.35368,103.98621
2076,1.35083,103.98622
2077,1.35388,103.98626
2078,1.35399,103.98628
2079,1.38747,103.98633
2080,1.35402,103.98635
2081,1.35408,103.98635
2082,1.35391,103.9864
2083,1.35452,103.98646
2084,1.35111,103.98648
2085,1.35308,103.98648
2086,1.35127,103.98658
2087,1.35433,103.98658
2088,1.35149,103.98666
2089,1.35229,103.9867
2090,1.39034,103.98671
2091,1.35178,103.9868
2092,1.35412,103.9868
2093,1.35443,103.9868
2094,1.38745,103.9868
2095,1.35204,103.98688
2096,1.35355,103.98702
2097,1.35243,103.98706
2098,1.3538,103.98713
2099,1.35439,103.98714
2100,1.35456,103.98725
2101,1.35482,103.98734
2102,1.35472,103.9875
2103,1.3875,103.9875
2104,1.35564,103.98751
2105,1.35347,103.98755
2106,1.35435,103.98755
2107,1.35354,103.98758
2108,1.35377,103.9876
2109,1.35472,103.98765
2110,1.35386,103.98768
2111,1.35408,103.9877
2112,1.35486,103.98778
2113,1.35469,103.9878
2114,1.3565,103.98783
2115,1.35696,103.98791
2116,1.35776,103.98795
2117,1.35706,103.98799
2118,1.35959,103.98807
2119,1.35496,103.9881
2120,1.36008,103.98813
2121,1.35517,103.98818
2122,1.35997,103.98819
2123,1.38835,103.9882
2124,1.31429,103.98827
2125,1.36017,103.98827
2126,1.31437,103.98828
2127,1.35741,103.98828
2128,1.35977,103.98831
2129,1.36026,103.98831
2130,1.3584,103.98832
2131,1.35995,103.98832
2132,1.36018,103.98837
2133,1.36044,103.9884
2134,1.3146,103.98844
2135,1.35779,103.98846
2136,1.3598,103.98848
2137,1.35588,103.98849
2138,1.3605,103.9885
2139,1.36094,103.98854
2140,1.35764,103.98855
2141,1.35845,103.98855
2142,1.35599,103.98857
2143,1.36087,103.98857
2144,1.35608,103.98859
2145,1.35593,103.9886
2146,1.35614,103.98861
2147,1.31455,103.98867
2148,1.35633,103.98868
2149,1.35643,103.98871
2150,1.35631,103.98872
2151,1.35947,103.98873
2152,1.35953,103.98873
2153,1.3584,103.98877
2154,1.36054,103.98879
2155,1.35946,103.98881
2156,1.36042,103.98881
2157,1.35663,103.98882
2158,1.36171,103.98882
2159,1.35656,103.98883
2160,1.35855,103.98883
2161,1.35938,103.98883
2162,1.3593,103.98884
2163,1.36063,103.98884
2164,1.36138,103.98884
2165,1.3586,103.98886
2166,1.36091,103.9889
2167,1.35803,103.98891
2168,1.35872,103.98891
2169,1.36094,103.98891
2170,1.35598,103.98893
2171,1.35911,103.98893
2172,1.35917,103.98893
2173,1.35883,103.98894
2174,1.36133,103.98894
2175,1.35898,103.98898
2176,1.35791,103.98904
2177,1.36084,103.9891
2178,1.36148,103.98912
2179,1.36147,103.98913
2180,1.36151,103.98917
2181,1.35782,103.98926
2182,1.35789,103.98934
2183,1.35797,103.98935
2184,1.35855,103.98935
2185,1.35803,103.98939
2186,1.35804,103.98939
2187,1.3566,103.9894
2188,1.31634,103.98949
2189,1.35809,103.98949
2190,1.35822,103.98949
2191,1.35748,103.98952
2192,1.35811,103.9896
2193,1.3569,103.98962
2194,1.35782,103.98962
2195,1.35803,103.98964
2196,1.35793,103.98965
2197,1.35743,103.98969
2198,1.35744,103.98969
2199,1.31629,103.9897
2200,1.35804,103.9897
2201,1.35759,103.98971
2202,1.35755,103.98974
2203,1.35772,103.98975
2204,1.35748,103.98979
2205,1.35751,103.98979
2206,1.35767,103.98979
2207,1.35754,103.9898
2208,1.35838,103.9898
2209,1.35748,103.98983
2210,1.35748,103.98984
2211,1.35739,103.98985
2212,1.35748,103.98985
2213,1.35753,103.98985
2214,1.35746,103.98989
2215,1.35752,103.98989
2216,1.35755,103.98989
2217,1.35739,103.9899
2218,1.35748,103.9899
2219,1.36115,103.98991
2220,1.35646,103.98992
2221,1.35735,103.98996
2222,1.35772,103.98996
2223,1.35758,103.98998
2224,1.35839,103.99001
2225,1.35808,103.99005
2226,1.35835,103.99007
2227,1.35855,103.99007
2228,1.36083,103.99007
2229,1.35767,103.99009
2230,1.35848,103.99011
